pT[MeV],eta,phi,E[MeV],association[0none;1vbf;2bjets;3bbellipse]
2728.589704,-0.554035,-2.428569,3161.271240,2
521.072985,-2.242836,-2.388916,2485.835938,0
666.556144,-2.094981,-0.501051,2752.538574,0
2029.265036,-2.335942,2.811260,10589.539062,0
526.764222,-2.188011,-0.904463,2382.325439,0
887.939519,-2.402334,2.619375,4947.541992,0
1029.956214,-1.357694,1.211689,2138.871094,0
27364.087445,-0.604680,-0.899433,32521.357422,2
8760.489150,-0.472476,-2.763756,9757.630859,2
9155.643726,-0.789463,-1.085277,12160.882812,2
1972.674937,1.434468,1.438566,4377.277832,0
8775.252121,-0.574944,-1.083265,10266.971680,2
2753.926868,-0.538199,-0.899640,3165.575195,2
3225.804765,-0.840054,-2.570542,4434.743164,3
2117.146127,-1.407663,2.931494,4586.918945,0
1257.239877,-2.102534,2.622263,5225.089844,0
1267.744290,2.346366,-1.589987,6684.530273,0
4375.547929,-0.819239,-1.167396,5929.501953,2
567.953664,-2.328768,-2.503896,2946.075439,0
1728.443781,-1.586017,1.207077,4400.236816,0
6574.085847,-0.287728,-2.706591,6849.515625,2
747.100076,-1.921523,2.746277,2610.269043,0
2411.731818,-0.627530,-0.951973,2905.736816,2
3282.105095,-0.359217,-2.805720,3498.933594,2
4874.664328,-0.497786,-2.812522,5492.960938,2
6121.471597,-0.633117,-0.981293,7391.178223,2
1035.002895,-0.535036,-1.038205,1194.891724,2
713.321481,1.657759,1.303704,1944.573853,0
888.761525,-0.786302,-1.145454,1186.199829,2
4122.569770,-0.789910,-0.966222,5478.785645,2
533.875487,-0.251229,-0.816271,568.219971,3
3079.496986,-0.426224,-2.648707,3366.373291,2
434.721702,-2.292483,-2.460083,2178.193115,0
1702.426389,1.127303,2.611538,2907.031006,0
2098.206528,2.019047,0.851990,8041.462891,0
1720.905374,-0.491382,-2.772717,1937.913696,2
2143.909224,-0.400672,-2.621047,2322.510498,2
1306.785667,-0.499724,-2.799106,1479.973389,2
670.060099,-0.963999,2.016020,1015.904297,0
682.925302,0.371991,-2.241540,743.933044,3
486.645585,-1.660769,1.156008,1334.244751,0
459.304589,-0.594096,-2.809922,560.430115,2
529.992404,-0.050685,0.499435,548.720276,0
492.263361,-2.168141,2.486276,2184.306152,0
701.550549,-1.764304,1.035021,2112.360352,0
432.254056,0.535365,-2.300266,514.967468,0
502.834829,-2.003949,1.197995,1904.101440,0
487.136603,0.663860,1.358973,614.539246,0
724.269338,2.322502,-2.545032,3732.304199,0
479.475308,-1.216116,-3.132066,890.942139,0
422.531303,-0.788993,-0.889528,578.112488,2
462.561009,1.814261,-0.100636,1463.620972,0
436.564265,-1.681724,2.301100,1221.835693,0
667.520151,-1.838125,-1.008736,2155.226074,0
435.522769,-0.998313,-0.752521,685.542114,3
597.254028,1.235851,1.021494,1123.150269,0
426.284039,-1.884193,-2.464065,1441.855103,0
1629.992781,0.934952,-0.852737,2399.903076,0
400.663592,1.253625,1.502749,771.680969,0
1633.276912,-1.172686,0.404792,2894.424561,0
564.722877,0.126878,2.878450,586.134094,0
415.713902,-1.733247,0.803170,1220.995850,0
2325.217222,-0.464505,-2.641882,2584.381348,2
2513.530912,-0.395615,-2.641667,2716.395264,2
5888.099399,-0.809654,-0.971394,7927.028809,2
2286.702622,-0.418919,-2.742331,2494.212646,2
799.548069,-0.520870,-0.190340,921.118958,0
2097.721889,2.447387,0.954013,12214.388672,0
648.379160,2.133818,-2.098278,2780.331055,0
1532.917102,-2.428850,-3.093526,8764.771484,0
879.550314,2.386644,2.659478,4825.852539,0
1445.862916,0.430384,-2.960390,1587.997192,0
621.850412,-1.546822,-0.573503,1532.837891,0
1073.502264,-0.515981,-2.419715,1227.563965,2
529.108273,-2.309968,-0.951577,2695.022461,0
1768.875141,1.796678,-1.258084,5481.249512,0
782.795917,0.552625,-2.590825,916.094238,0
1299.348387,-2.255315,-0.848271,6266.453613,0
588.139289,2.375582,-1.300135,3193.774658,0
729.564958,1.953052,-2.867694,2627.231201,0
500.447675,-1.561001,-2.969136,1252.293335,0
557.509640,2.075729,1.437905,2261.060303,0
445.064374,-0.324468,-2.739517,489.038147,2
659.605523,-1.080098,-2.042601,1092.201294,3
483.488603,-2.442628,-2.234151,2805.329834,0
