pT[MeV],eta,phi,E[MeV],association[0none;1vbf;2bjets;3bbellipse]
502.494080,-1.669711,2.022969,1388.623413,0
918.041911,-2.323546,-0.807094,4734.448242,0
588.005671,2.184877,2.136630,2650.303711,0
1332.659545,-2.263182,-0.561058,6476.663086,0
1244.358749,0.146782,0.690450,1265.507690,3
24982.711299,0.432054,-2.901960,27351.335938,1
14188.940535,0.341940,0.143175,15027.209961,2
55178.538797,0.426719,-2.885605,60279.093750,1
9997.532671,0.302302,0.121787,10458.772461,2
1494.211652,-1.407878,2.790203,3239.422852,0
3704.599856,0.443928,0.195078,4078.059814,2
2618.385968,0.396843,-2.996471,2830.726318,1
3761.028948,0.406805,0.236523,4078.939941,2
1022.880428,-2.271165,0.235309,5010.923828,0
1047.624057,1.114664,-0.766584,1774.185669,0
6958.553426,0.418892,-2.848688,7579.328613,1
5463.030675,-0.818732,-1.394880,7399.932129,1
973.735477,2.413547,-0.645940,5485.379883,0
3068.664946,0.395893,0.086468,3315.239258,2
5081.748745,0.481396,-2.895937,5683.749023,1
3834.504314,0.468605,-2.837751,4265.560059,1
592.893730,-2.092900,-2.296976,2444.256592,0
2082.734622,0.527667,0.245778,2383.565186,2
3688.894399,0.495009,0.248649,4152.496582,2
1187.563468,-1.871390,0.793022,3951.846436,0
1784.835402,1.924317,0.031208,6245.309082,0
1896.394258,0.284294,0.107042,1978.477051,2
1349.389818,-0.464587,1.243156,1504.144653,2
2912.424449,-0.670049,1.323861,3593.755371,2
1097.597729,-1.386106,2.992977,2336.179688,0
2149.699785,-0.163161,1.343045,2182.844238,3
737.001443,0.858019,0.017154,1034.803467,3
830.055058,1.715428,-2.864768,2385.905029,0
1209.330549,-0.658246,1.333095,1487.484741,2
7543.376662,0.475566,0.350575,8413.750000,2
554.939329,-1.634607,2.496109,1483.405151,0
2313.189788,-0.655040,1.418560,2830.902344,2
1091.728310,0.263117,1.667966,1138.326172,3
2008.822998,1.761756,-0.149304,6022.457520,0
1199.345587,-0.701194,1.213471,1512.920654,2
870.520526,0.818189,-0.345940,1186.755737,0
1101.421860,0.382121,0.047158,1191.023804,2
403.923911,-1.844264,-0.419544,1316.453247,0
448.336877,1.819949,2.110185,1426.631958,0
610.240340,-0.768298,-2.718193,811.475769,0
535.091411,2.281728,1.429863,2651.228760,0
575.998802,1.228204,-1.598100,1076.958008,0
627.626867,1.745489,-0.007531,1857.772705,0
1056.934848,-2.148782,1.362500,4595.050781,0
3175.477313,0.308426,0.025356,3330.640137,2
6356.890973,-0.590458,1.364226,7498.895508,2
1109.542459,-0.164615,0.332829,1133.237183,3
2023.917416,-0.480475,1.555560,2266.364746,2
899.941726,2.434238,0.085169,5174.201172,0
691.580846,-0.882011,2.949173,988.388000,0
421.453549,1.660931,3.068479,1157.783447,0
686.723503,1.375310,1.333626,1451.955933,0
1044.397337,1.347929,2.885679,2150.365723,0
475.012584,0.129205,1.491407,498.903320,3
1708.624672,-0.436709,1.240247,1879.350586,2
554.426911,-2.183428,1.574030,2495.870605,0
470.696411,-0.362434,2.323607,520.994141,0
2290.346217,1.529746,2.543789,5537.060547,0
756.681498,-0.652977,-1.703793,934.295715,1
557.752604,-1.634912,-1.464266,1491.276123,0
1128.326065,1.095151,-0.482435,1880.534302,0
679.388532,-0.640969,2.281312,835.532654,0
474.146398,1.206427,-1.568551,874.344849,0
3387.111186,-0.785043,-1.480426,4487.724609,1
590.576162,2.072721,2.819688,2387.724854,0
5067.100837,0.318516,0.137108,5328.145020,2
647.139153,-1.513689,2.630982,1547.647949,0
710.373993,2.246927,1.783038,3399.999756,0
535.799750,-0.266605,-1.980398,572.236389,0
418.304944,-1.337605,2.939474,863.107849,0
515.995791,-0.438996,2.593694,583.459351,0
488.837350,1.884754,-0.669414,1652.455933,0
454.368138,1.948980,-0.458722,1633.506836,0
717.468595,2.421575,0.922012,4074.875977,0
4254.439398,0.448748,0.329663,4692.122070,2
842.299926,0.287579,-2.581472,888.402344,1
1074.656087,1.871332,-0.215224,3576.419922,0
1286.675934,2.291209,2.061076,6427.192383,0
