pT[MeV],eta,phi,E[MeV],association[0none;1vbf;2bjets;3bbellipse]
1390.809887,-2.233741,2.250626,6567.391602,0
971.942427,-2.431291,-0.350052,5571.699219,0
791.772181,-2.307169,-2.634712,4018.881104,0
5675.674164,-2.309010,3.114310,28843.591797,1
5658.599459,1.322687,0.232593,11374.388672,1
476.182307,-0.197581,-2.129995,505.170319,3
3386.243385,-1.950817,-2.939580,12151.642578,1
1058.098665,-0.850967,2.858001,1471.524658,2
450.904225,-2.248964,-2.932647,2165.105957,1
6845.838968,-0.843978,-0.330249,9433.218750,2
7992.633824,-1.325253,2.941600,16101.258789,3
429.538194,-2.328863,1.454924,2230.167725,0
11033.444680,-0.713884,-3.037188,13967.078125,2
5168.830497,-0.796480,-3.138258,6898.272461,2
13197.388503,-1.054433,-0.382095,21239.919922,2
17155.579285,-0.639335,3.083499,20783.275391,2
8353.260638,1.231478,0.224855,15529.962891,1
3980.073617,-0.783806,3.028224,5268.392578,2
4491.737853,-2.140016,2.408326,19353.654297,0
1664.606222,1.233499,0.115638,3103.047607,1
1154.328013,-2.332098,-0.945565,6002.176270,0
5342.329240,1.215105,0.170411,9797.032227,1
5497.881456,1.184044,0.155133,9824.603516,1
5233.198767,-0.940853,-0.430563,7726.667969,2
507.348382,-2.193618,1.661616,2307.361084,0
821.556316,-2.084809,-1.315220,3357.884033,3
3885.264096,-0.943728,-0.406830,5749.392090,2
790.824458,-1.503448,0.973272,1871.371948,3
1776.405752,-0.668593,-3.117699,2192.905518,2
1976.573377,-1.265005,-0.390366,3783.116455,2
803.354844,1.703905,-3.061603,2284.724609,0
934.351711,2.064527,-1.295511,3743.954346,0
1086.280798,-2.197088,1.322370,4949.922852,0
2243.802305,-0.274510,2.634154,2333.054932,3
1421.140301,-1.031603,-0.511466,2251.149414,2
1736.447302,-0.708145,-2.705023,2194.778564,3
1921.176637,-1.362878,2.948815,4001.694580,3
612.604477,-1.953216,2.241135,2207.693115,0
486.695339,-1.347917,2.570689,1009.652710,3
3595.696343,-2.010299,-2.854372,13663.456055,1
937.067962,-0.691723,0.895240,1178.628052,3
2722.782887,-0.775053,-0.483738,3585.065430,2
1507.257979,-1.455411,-1.953489,3408.920898,3
1184.152033,-0.797361,-0.282090,1587.105347,2
843.964438,-1.657582,2.442135,2298.646484,0
650.965964,-1.501751,1.761196,1540.104614,3
802.660543,-0.535243,2.768159,930.928894,2
505.032433,-1.558591,-0.273675,1260.873169,3
568.212514,2.039704,-0.204507,2225.637695,0
454.588883,-1.140183,-1.215804,795.841125,3
571.800872,-1.377691,-2.654409,1213.947876,3
485.809040,-1.474572,-1.341826,1125.572266,3
1094.432412,-2.141911,-0.472485,4726.245117,0
522.606509,-2.455348,0.666314,3069.913086,0
579.647360,1.407232,-0.219753,1262.516479,0
1851.155105,1.086373,0.123109,3058.465820,1
1075.942172,-1.197379,-1.377361,1948.915039,3
573.299846,1.762192,0.375182,1724.655762,0
1112.443945,-0.374688,-0.179000,1199.597168,3
532.334519,-0.120868,-2.209212,554.093811,3
999.990480,-0.863768,-0.183130,1403.768311,2
540.513397,2.377164,-0.104384,2940.225098,0
670.048719,1.754707,2.346033,1999.850464,0
1494.174226,-1.226318,2.915563,2769.256104,3
583.272609,-1.685735,2.972617,1633.805420,1
425.871901,1.379008,1.376040,909.951355,0
430.223303,-0.387339,-0.523636,483.485718,3
498.848338,1.282062,-2.024516,978.155273,0
593.828680,-1.786656,-0.678877,1827.493774,3
16124.652211,1.215190,0.178444,29569.619141,1
872.887848,-0.728554,-0.519773,1123.680054,2
470.447676,-1.201504,-0.145806,864.232361,2
1055.111561,-1.382002,-0.837229,2237.997803,3
529.476369,2.331676,2.303129,2754.780029,0
1108.651607,-1.308066,1.023350,2204.738525,3
8674.500980,-1.980467,-3.080432,32027.121094,1
589.507943,1.465177,-0.448171,1351.113403,0
419.656987,-0.874976,2.827265,607.073608,2
472.398526,-0.670378,0.242900,599.068665,3
